_RAJ2000|_DEJ2000|Name|Morph|LAS|RAJ2000|DEJ2000|z|BA|CBA|EBA|Asym
deg|deg| | |arcmin|deg|deg| |deg|deg|deg|
-----------|-----------|----------------|-|------|---------|---------|-------|-----|-----|-----|-----
220.1723700|+58.5323200|J144041.3+583156|2| 0.632|220.17237|+58.53232| 0.3494|  2.6|  2.2| -7.0| 0.77
220.1871900|+35.2340400|J144044.9+351402|2| 0.535|220.18719|+35.23404| 0.1580|  4.8|  3.5| -6.4| 0.93
220.2009100|+60.5961400|J144048.2+603546|2| 0.848|220.20091|+60.59614| 0.4351|  6.5|  7.3| -0.5| 1.32
220.2226400|+15.6922500|J144053.4+154132|2| 0.392|220.22264|+15.69225| 0.3520| 16.2|  9.8|  6.6| 0.94
220.2853700|+32.5340900|J144108.5+323202|2| 0.331|220.28537|+32.53409| 0.7679| 13.1|  7.3|  0.6| 0.76
220.3700600|+07.8515500|J144128.8+075105|2| 0.795|220.37006|+07.85155| 0.4838|  6.3|  6.5| -3.3| 0.99
220.3807800|+38.4105200|J144131.4+382437|2| 0.259|220.38078|+38.41052| 0.4153| 52.6| 26.7| 25.7| 0.83
220.4871500|+26.9959300|J144156.9+265945|2| 0.493|220.48715|+26.99593| 0.5222|  6.2|  4.3| -5.9| 1.18
220.4913100|+31.3743600|J144157.9+312227|2| 0.459|220.49131|+31.37436| 0.3222|  1.5|  1.0| -7.2| 0.76
220.5035300|+32.7230300|J144200.8+324322|2| 0.293|220.50353|+32.72303| 0.6059| 26.1| 13.8| 11.7| 8.49
220.5114600|+02.3208000|J144202.7+021914|2| 0.569|220.51146|+02.32080| 0.5734| 11.2|  8.6|  4.5| 0.88
220.5718900|+20.7803500|J144217.2+204649|3| 0.560|220.57189|+20.78035| 0.4600|  5.3|  4.0| -6.1| 0.83
220.5833400|+35.5353000|J144220.0+353206|3| 0.485|220.58334|+35.53530| 0.5589| 10.3|  7.1| -1.9| 1.01
220.7122300|+53.9124900|J144250.9+535445|2| 1.151|220.71223|+53.91249| 0.5602|  0.9|  1.4| -7.2| 1.23
220.7198600|+22.8169400|J144252.7+224900|2| 0.332|220.71986|+22.81694| 0.2222| 15.3|  8.5|  4.5| 1.03
220.8058200|+28.0091300|J144313.3+280032|2| 0.377|220.80582|+28.00913| 0.3097|  7.5|  4.4| -5.8| 1.19
220.8642200|+55.3886500|J144327.3+552319|2| 0.218|220.86422|+55.38865| 0.4478| 12.7|  6.1| -4.0| 1.23
220.8707800|+16.1742500|J144328.8+161026|2| 0.551|220.87078|+16.17425| 0.4096|  8.5|  6.4| -3.6| 1.02
220.8875900|+27.8805800|J144333.0+275250|2| 1.012|220.88759|+27.88058| 0.2591| 67.5| 93.5| 92.3| 1.29
220.9332000|+17.4611500|J144343.9+172740|2| 0.877|220.93320|+17.46115| 0.6585|  1.8|  2.1| -7.0| 1.18
220.9629300|+36.6574800|J144351.1+363926|2| 0.466|220.96293|+36.65748| 0.7227|  7.6|  5.1| -5.3| 1.16
221.0289700|+39.6844600|J144406.9+394105|2| 0.426|221.02897|+39.68446| 0.4917| 20.2| 12.8| 10.5| 0.83
221.0302400|+41.7973200|J144407.2+414750|3| 1.426|221.03024|+41.79732| 0.1880|  2.5|  5.9| -4.3| 1.01
221.0352500|+35.7969600|J144408.4+354749|2| 0.352|221.03525|+35.79696| 0.3499| 38.3| 22.0| 20.8| 0.75
221.0742200|+06.6227300|J144417.8+063721|2| 0.799|221.07422|+06.62273| 0.3850| 24.9| 26.0| 24.9| 1.22
221.0813600|+16.9357600|J144419.5+165609|2| 0.267|221.08136|+16.93576| 0.4712|  1.5|  0.8| -7.2| 0.94
221.0874500|+12.2837500|J144421.0+121701|2| 0.558|221.08745|+12.28375| 0.4380|158.8|120.0|119.7| 1.75
221.0923700|+19.5393800|J144422.1+193221|2| 0.492|221.09237|+19.53938| 0.2980| 14.4| 10.0|  6.8| 1.02
221.0928000|+29.5547000|J144422.2+293316|2| 0.291|221.09280|+29.55470| 0.5787|  9.1|  4.8| -5.5| 1.19
221.1103600|+14.0039500|J144426.4+140014|2| 1.050|221.11036|+14.00395| 0.5217|  4.0|  5.9| -4.3| 0.73
221.1310600|+29.1799400|J144431.4+291047|2| 0.259|221.13106|+29.17994| 0.3207|113.7| 57.6| 57.2| 0.39
221.1909700|+21.3293400|J144445.8+211945|2| 0.429|221.19097|+21.32934| 0.4945| 11.4|  7.3| -0.9| 0.86
221.1927400|+36.2392300|J144446.2+361421|2| 0.487|221.19274|+36.23923| 0.3459| 12.8|  8.8|  4.9| 0.77
221.2116300|+05.3981600|J144450.7+052353|2| 0.703|221.21163|+05.39816| 0.3304|  3.5|  3.2| -6.6| 0.62
221.2260000|+58.0104100|J144454.2+580037|2| 0.472|221.22600|+58.01041| 0.4491| 15.9| 10.7|  7.8| 1.12
221.2475600|+36.0979800|J144459.4+360552|2| 0.646|221.24756|+36.09798| 0.5249| 25.0| 21.3| 20.0| 0.75
221.2649000|+12.7005300|J144503.5+124201|2| 0.535|221.26490|+12.70053| 0.6735| 93.9| 68.9| 68.3| 0.98
221.2664800|+24.1727500|J144503.9+241021|2| 0.605|221.26648|+24.17275| 0.4465| 15.9| 12.8| 10.6| 1.07
221.2688400|+32.4498100|J144504.5+322658|2| 0.306|221.26884|+32.44981| 0.5690| 61.8| 33.4| 32.6| 1.95
221.2875500|+59.9669300|J144509.0+595801|2| 0.374|221.28755|+59.96693| 0.2768|  6.3|  3.7| -6.3| 0.71
221.3441000|+24.3907000|J144522.4+242326|2| 0.603|221.34410|+24.39070| 0.5729| 23.5| 18.9| 17.4| 1.36
221.3592300|+43.4218400|J144526.2+432518|2| 0.452|221.35923|+43.42184| 0.6792| 43.4| 28.5| 27.6| 0.90
221.3596000|+12.1909900|J144526.3+121127|2| 0.571|221.35960|+12.19099| 0.6633|  4.6|  3.5| -6.4| 1.25
221.5747100|+05.1279700|J144617.9+050740|2| 1.430|221.57471|+05.12797| 0.2471|  0.3|  0.6| -7.3| 1.00
221.6080800|+16.3051400|J144625.9+161817|2| 0.577|221.60808|+16.30514| 0.6524|  6.4|  5.0| -5.3| 0.88
221.6313400|+07.4833400|J144631.5+072900|2| 1.012|221.63134|+07.48334| 0.7421|  2.1|  2.9| -6.7| 1.39
221.6908800|+07.8104800|J144645.8+074837|2| 0.359|221.69088|+07.81048| 0.4878| 44.2| 25.6| 24.5| 1.41
221.7045100|+15.0180000|J144649.0+150104|2| 0.440|221.70451|+15.01800| 0.4243|  7.7|  5.0| -5.4| 1.56
221.7170400|+08.4804800|J144652.1+082850|2| 0.526|221.71704|+08.48048| 0.4410| 11.1|  8.1|  3.4| 0.76
221.7773900|+14.3593200|J144706.5+142133|3| 0.442|221.77739|+14.35932| 0.4980| 10.7|  6.9| -2.4| 1.27
221.8266700|+36.4733800|J144718.4+362824|2| 0.491|221.82667|+36.47338| 0.5401|  5.8|  4.0| -6.1| 0.88
221.8482900|+22.2931400|J144723.5+221735|2| 0.512|221.84829|+22.29314| 0.6633|  9.3|  6.6| -3.1| 0.80
221.8540800|+60.5947300|J144724.9+603541|2| 0.826|221.85408|+60.59473| 0.3638|  1.4|  1.6| -7.1| 1.22
221.9165300|+25.8163700|J144739.9+254859|2| 0.364|221.91653|+25.81637| 0.3801| 15.6|  9.1|  5.4| 1.03
221.9316900|+12.3523500|J144743.6+122108|3| 1.151|221.93169|+12.35235| 0.1500|  3.5|  5.9| -4.3| 0.69
222.0357700|+06.9284100|J144808.6+065541|2| 0.480|222.03577|+06.92841| 0.5479|  3.6|  2.5| -6.9| 0.70
222.0470900|+11.2413700|J144811.2+111428|2| 0.447|222.04709|+11.24137| 0.4013| 19.5| 12.7| 10.4| 0.75
222.0563800|+15.4916100|J144813.5+152930|2| 0.401|222.05638|+15.49161| 0.4217| 40.5| 24.9| 23.8| 0.51
222.0664500|+23.8935900|J144815.9+235337|2| 0.239|222.06645|+23.89359| 0.2741| 11.5|  5.7| -4.6| 0.92
222.0971900|+15.4341000|J144823.3+152603|2| 0.526|222.09719|+15.43410| 0.4629|  5.2|  3.8| -6.3| 1.46
222.1026900|+28.1191700|J144824.6+280709|2| 0.744|222.10269|+28.11917| 0.3771| 14.3| 13.9| 11.7| 1.24
222.1413900|+44.9987200|J144833.9+445955|2| 0.511|222.14139|+44.99872| 0.2015| 16.2| 11.5|  8.9| 0.87
222.1719100|+17.4102400|J144841.2+172437|2| 0.925|222.17191|+17.41024| 0.2523|  1.9|  2.3| -6.9| 0.94
222.1828400|+32.7347000|J144843.8+324405|2| 0.567|222.18284|+32.73470| 0.5778| 13.3| 10.2|  7.1| 0.92
222.2227000|+51.6103800|J144853.3+513637|2| 0.829|222.22270|+51.61038| 0.6383|  4.6|  5.0| -5.4| 1.16
222.2607500|+57.6048200|J144902.5+573617|2| 0.199|222.26075|+57.60482| 0.6016|  6.6|  3.1| -6.6| 1.57
222.2921600|+12.8020000|J144910.1+124806|2| 0.460|222.29216|+12.80200| 0.3435|  3.6|  2.4| -6.9| 0.87
222.2949600|+11.8287600|J144910.8+114942|2| 0.765|222.29496|+11.82876| 0.2986|  8.0|  8.0|  3.2| 1.24
222.3035900|+19.3114800|J144912.8+191841|2| 0.633|222.30359|+19.31148| 0.5019|  8.8|  7.4|  1.1| 1.02
222.3357200|+05.9303000|J144920.5+055549|2| 0.364|222.33572|+05.93030| 0.4887| 54.0| 31.5| 30.7| 0.88
222.3587000|+03.3737100|J144926.0+032225|2| 0.276|222.35870|+03.37371| 0.5991|  6.3|  3.3| -6.5| 1.00
222.3739100|+48.0879900|J144929.7+480516|3| 0.545|222.37391|+48.08799| 0.3366|  0.0|  0.0| -7.3| 0.92
222.5062400|+14.7966500|J145001.5+144747|2| 0.661|222.50624|+14.79665| 0.2996|  0.8|  0.7| -7.2| 0.90
222.5824400|+16.4985300|J145019.7+162954|2| 0.420|222.58244|+16.49853| 0.5551|  9.3|  5.8| -4.4| 0.99
222.5970300|+29.1942000|J145023.3+291139|2| 0.483|222.59703|+29.19420| 0.3167| 66.3| 45.3| 44.7| 1.21
222.6287200|+49.4640500|J145030.8+492750|2| 0.416|222.62872|+49.46405| 0.6679| 13.8|  8.6|  4.6| 1.23
222.6554800|+27.8610400|J145037.3+275139|2| 0.538|222.65548|+27.86104| 0.4380| 31.2| 23.0| 21.7| 0.69
222.6694600|+25.3931100|J145040.6+252335|2| 0.570|222.66946|+25.39311| 0.6435|  0.4|  0.3| -7.3| 1.03
222.8125100|+59.5903600|J145115.0+593524|2| 0.354|222.81251|+59.59036| 0.5029|  3.0|  1.7| -7.1| 0.80
222.8254500|+51.4928400|J145118.1+512934|2| 0.418|222.82545|+51.49284| 0.4150|  1.0|  0.6| -7.3| 0.63
222.8820900|+21.6110800|J145131.7+213640|3| 0.601|222.88209|+21.61108| 0.1199|  1.2|  1.0| -7.2| 1.16
222.8918000|+10.1950600|J145134.0+101142|2| 0.421|222.89180|+10.19506| 0.5603|  0.3|  0.2| -7.3| 0.99
222.9623500|+19.9543000|J145150.9+195715|2| 0.513|222.96235|+19.95430| 0.3511| 13.7|  9.7|  6.4| 0.89
223.0052800|+05.6050700|J145201.2+053618|2| 0.362|223.00528|+05.60507| 0.3664| 29.0| 16.9| 15.2| 0.93
223.0279400|+20.8136900|J145206.7+204849|2| 0.447|223.02794|+20.81369| 0.2741|  2.1|  1.3| -7.2| 1.01
223.0531300|+37.8810000|J145212.9+375251|2| 0.573|223.05313|+37.88100| 0.2823| 37.3| 28.8| 27.8| 0.74
223.0983500|+61.2854100|J145223.6+611707|2| 0.973|223.09835|+61.28541| 0.2788| 11.2| 14.7| 12.7| 1.53
223.1619600|+02.0028800|J145238.8+020010|2| 0.445|223.16196|+02.00288| 0.4868| 16.1| 10.4|  7.5| 0.87
223.2619300|+33.1451100|J145302.8+330842|3| 0.619|223.26193|+33.14511| 0.2481|  1.4|  1.1| -7.2| 1.02
223.3168300|+11.4961100|J145316.0+112945|2| 0.528|223.31683|+11.49611| 0.4053|176.7|128.4|127.9| 0.28
223.3180900|+61.7483000|J145316.3+614453|2| 0.603|223.31809|+61.74830| 0.2846|  7.2|  5.8| -4.5| 1.29
223.3415400|+16.3802000|J145322.0+162248|2| 0.248|223.34154|+16.38020| 0.4736| 14.7|  7.3|  0.6| 0.95
223.3565500|+41.1198200|J145325.5+410711|2| 0.741|223.35655|+41.11982| 0.1986| 25.8| 25.0| 23.9| 0.92
223.4803200|+12.3732400|J145355.2+122224|2| 0.581|223.48032|+12.37324| 0.3733|  1.2|  0.9| -7.3| 1.04
223.4920500|+04.6778500|J145358.0+044040|2| 1.251|223.49205|+04.67785| 0.4529|  1.8|  3.5| -6.4| 1.20
223.5343300|+11.6270900|J145408.2+113738|2| 0.767|223.53433|+11.62709| 0.5111|  4.0|  4.0| -6.1| 1.17
223.5383400|+23.4828500|J145409.1+232858|2| 0.518|223.53834|+23.48285| 0.4005|  1.9|  1.4| -7.2| 0.60
223.5448000|+44.5307000|J145410.7+443149|2| 0.982|223.54480|+44.53070| 0.7603|  8.0| 10.7|  7.8| 0.77
223.5796400|+04.4057700|J145419.0+042421|2| 0.417|223.57964|+04.40577| 0.3627|  4.7|  3.0| -6.7| 0.87
223.6344200|+26.2835700|J145432.2+261700|2| 0.855|223.63442|+26.28357| 0.2532|  4.4|  5.0| -5.4| 1.02
223.6491900|+14.5826800|J145435.7+143457|2| 0.509|223.64919|+14.58268| 0.4777|  3.2|  2.3| -6.9| 1.04
223.6670700|+04.6710300|J145440.0+044015|2| 0.530|223.66707|+04.67103| 0.4255| 10.7|  7.8|  2.7| 0.97
223.6814300|+20.8297600|J145443.5+204946|2| 0.488|223.68143|+20.82976| 0.4045| 26.4| 18.2| 16.7| 0.86
223.6916200|+21.0314100|J145445.9+210152|2| 0.509|223.69162|+21.03141| 0.4426| 48.0| 34.0| 33.1| 2.00
223.7970800|+29.5955800|J145511.2+293543|2| 0.563|223.79708|+29.59558| 0.6556| 17.3| 13.2| 10.9| 0.77
223.8681400|+16.7991100|J145528.3+164756|3| 0.749|223.86814|+16.79911| 0.2086|121.0|118.2|118.0| 2.17
223.9171700|+49.9701700|J145540.1+495813|2| 0.353|223.91717|+49.97017| 0.6328|  2.0|  1.1| -7.2| 0.58
223.9443100|+36.2374400|J145546.6+361414|2| 0.815|223.94431|+36.23744| 0.5197|  2.2|  2.3| -6.9| 1.03
223.9557900|+03.1449600|J145549.3+030842|2| 0.572|223.95579|+03.14496| 0.5683|  4.7|  3.6| -6.4| 1.43
224.0086100|+56.0925200|J145602.0+560532|2| 0.466|224.00861|+56.09252| 0.6249|  2.3|  1.5| -7.2| 1.03
224.0645000|+02.5921500|J145615.4+023531|2| 0.503|224.06450|+02.59215| 0.5662| 53.2| 37.4| 36.7| 1.02
224.0737100|+52.2802400|J145617.6+521649|2| 0.591|224.07371|+52.28024| 0.5492|  0.9|  0.7| -7.3| 0.88
224.0846000|+07.8334400|J145620.3+075000|2| 0.574|224.08460|+07.83344| 0.2210|123.7| 95.6| 95.3| 0.11
224.1227800|+13.7275200|J145629.4+134338|2| 0.641|224.12278|+13.72752| 0.4677| 22.7| 19.1| 17.6| 0.83
224.2036500|+18.6769100|J145648.8+184036|2| 0.366|224.20365|+18.67691| 0.4725| 41.0| 24.0| 22.8| 0.78
224.2101200|+24.8879100|J145650.4+245316|2| 0.648|224.21012|+24.88791| 0.3150| 21.8| 18.6| 17.1| 0.95
224.2528800|+13.7847000|J145700.6+134704|2| 0.612|224.25288|+13.78470| 0.5213|  1.9|  1.6| -7.1| 0.88
224.2883000|+33.7304400|J145709.2+334349|2| 0.448|224.28830|+33.73044| 0.3185|  9.8|  6.4| -3.6| 0.56
224.2969000|+20.3483100|J145711.2+202054|3| 0.448|224.29690|+20.34831| 0.4474| 49.9| 32.5| 31.7| 0.91
224.3179800|+36.1484300|J145716.4+360852|3| 0.502|224.31798|+36.14843| 0.6210| 63.9| 44.8| 44.1| 1.42
224.3444000|+02.5490100|J145722.6+023256|3| 0.782|224.34440|+02.54901| 0.1518| 40.1| 40.9| 40.0| 1.38
224.3568900|+19.6984300|J145725.6+194154|2| 0.225|224.35689|+19.69843| 0.6668| 44.5| 21.6| 20.4| 1.23
224.4087500|+30.9265200|J145738.1+305535|2| 0.841|224.40875|+30.92652| 0.5640|  3.1|  3.4| -6.5| 0.58
224.4934300|+53.2217300|J145758.4+531319|2| 0.271|224.49343|+53.22173| 0.1575| 18.6|  9.6|  6.2| 0.94
224.5274000|+07.5486600|J145806.5+073255|2| 0.498|224.52740|+07.54866| 0.2697| 24.1| 16.8| 15.2| 0.85
224.6134300|+13.9635900|J145827.2+135746|2| 0.833|224.61343|+13.96359| 0.6075|  2.8|  3.1| -6.6| 0.74
224.6225900|+58.5983600|J145829.4+583554|2| 0.193|224.62259|+58.59836| 0.3279| 29.2| 13.5| 11.4| 0.74
224.6291600|+08.6020400|J145831.0+083606|2| 0.370|224.62916|+08.60204| 0.7306|  4.4|  2.6| -6.8| 0.94
224.6409600|+37.2244400|J145833.8+371327|2| 0.584|224.64096|+37.22444| 0.5425|  8.9|  7.0| -2.3| 0.91
224.6441000|+14.1643500|J145834.5+140951|2| 0.707|224.64410|+14.16435| 0.6005|  0.5|  0.4| -7.3| 1.08
224.6744000|+10.1071600|J145841.8+100625|2| 0.768|224.67440|+10.10716| 0.6050| 17.1| 17.1| 15.5| 1.45
224.7451500|+13.0294300|J145858.8+130145|2| 0.368|224.74515|+13.02943| 0.1122| 19.4| 11.4|  8.7| 0.92
224.7634600|+10.0991700|J145903.2+100556|2| 0.507|224.76346|+10.09917| 0.4154| 40.6| 28.7| 27.7| 1.12
224.7725400|+26.9232600|J145905.4+265523|2| 0.479|224.77254|+26.92326| 0.4038|  7.2|  4.9| -5.4| 0.89
224.7732900|+39.4072600|J145905.5+392426|3| 0.545|224.77329|+39.40726| 0.7354|  5.5|  4.1| -6.1| 0.64
224.7772100|+19.4985900|J145906.5+192954|2| 0.175|224.77721|+19.49859| 0.5308|  0.5|  0.2| -7.3| 0.73
224.7789200|+06.5999500|J145906.9+063559|3| 0.724|224.77892|+06.59995| 0.3782|  1.9|  1.8| -7.1| 0.97
224.8731300|+24.3025600|J145929.5+241809|2| 0.530|224.87313|+24.30256| 0.1632|  0.6|  0.5| -7.3| 0.97
224.9417000|+01.5455000|J145946.0+013243|2| 0.792|224.94170|+01.54550| 0.4398|  0.9|  0.9| -7.3| 0.70
224.9811800|+19.0602500|J145955.4+190337|2| 0.452|224.98118|+19.06025| 0.1401|  1.2|  0.8| -7.2| 1.16
224.9877700|+51.8172400|J145957.0+514902|2| 0.536|224.98777|+51.81724| 0.5982| 15.4| 11.3|  8.6| 2.60
225.0115000|+42.7214300|J150002.7+424317|2| 0.939|225.01150|+42.72143| 0.2893|  9.3| 11.8|  9.1| 1.15
225.0595300|+53.6078800|J150014.3+533628|2| 0.746|225.05953|+53.60788| 0.4933|  7.4|  7.2| -1.3| 0.83
225.0907200|+30.5810800|J150021.7+303451|2| 0.360|225.09072|+30.58108| 0.5819|  0.6|  0.4| -7.3| 1.50
225.2059800|+55.5861500|J150049.4+553509|2| 0.359|225.20598|+55.58615| 0.5799|  9.1|  5.3| -5.1| 0.95
225.2109500|+10.8442600|J150050.5+105039|2| 0.617|225.21095|+10.84426| 0.5889|  0.6|  0.5| -7.3| 0.78
225.2616000|+41.4471000|J150102.7+412649|2| 0.452|225.26160|+41.44710| 0.6452|  2.9|  1.9| -7.1| 0.92
225.2827400|+52.2532600|J150107.9+521511|3| 0.591|225.28274|+52.25326| 0.3199|112.3| 88.7| 88.1| 0.91
225.3092400|+09.9902500|J150114.1+095925|2| 0.579|225.30924|+09.99025| 0.3384| 49.0| 38.1| 37.4| 0.82
225.3398300|+37.2267700|J150121.5+371336|2| 0.563|225.33983|+37.22677| 0.5678|  0.5|  0.4| -7.3| 0.64
225.3408900|+35.2637300|J150121.8+351550|2| 0.265|225.34089|+35.26373| 0.6053|  4.2|  2.2| -7.0| 0.85
225.3415000|+01.7336800|J150121.9+014401|2| 0.771|225.34150|+01.73368| 0.6083| 15.2| 15.2| 13.4| 1.03
225.4452900|+09.3310200|J150146.8+091950|3| 0.556|225.44529|+09.33102| 0.4581|  9.0|  6.8| -2.6| 0.82
225.4847600|+43.1395900|J150156.3+430823|2| 0.467|225.48476|+43.13959| 0.3088|  6.9|  4.6| -5.7| 0.93
225.4893600|+07.8740900|J150157.4+075226|2| 1.112|225.48936|+07.87409| 0.6587|  6.7| 10.6|  7.7| 0.82
225.5074800|+13.0166100|J150201.7+130059|2| 0.507|225.50748|+13.01661| 0.6466|143.8|101.6|101.3| 0.45
225.5113400|+39.7645300|J150202.7+394552|3| 1.310|225.51134|+39.76453| 0.4207| 15.1| 31.2| 30.3| 1.20
225.5277900|+05.4177300|J150206.6+052504|2| 1.238|225.52779|+05.41773| 0.5004|  7.0| 13.1| 10.9| 1.12
225.5371900|+43.6842300|J150208.9+434103|2| 0.355|225.53719|+43.68423| 0.4568|  0.6|  0.4| -7.3| 0.87
225.5697100|+04.6455500|J150216.7+043843|2| 0.707|225.56971|+04.64555| 0.2966|  2.1|  2.0| -7.0| 1.01
225.6104400|+23.5330300|J150226.4+233158|2| 0.516|225.61044|+23.53303| 0.4475|  1.8|  1.3| -7.2| 0.80
225.6139900|+52.8370300|J150227.3+525013|2| 0.275|225.61399|+52.83703| 0.3661|135.0| 69.9| 69.6| 1.23
225.6491100|+02.2113400|J150235.7+021241|3| 0.643|225.64911|+02.21134| 0.4193| 12.7| 10.8|  7.9| 0.70
225.6759900|+03.8599700|J150242.2+035135|2| 0.291|225.67599|+03.85997| 0.6911|  2.7|  1.4| -7.2| 1.18
225.6901200|+38.3515900|J150245.6+382105|2| 0.450|225.69012|+38.35159| 0.4426| 15.1|  9.9|  6.7| 1.40
225.7101800|+55.6187200|J150250.4+553708|2| 0.355|225.71018|+55.61872| 0.1495| 14.1|  8.1|  3.5| 0.94
225.7342500|+23.2212600|J150256.2+231316|2| 0.508|225.73425|+23.22126| 0.1812| 32.7| 23.2| 21.9| 1.18
225.7614300|+47.8250300|J150302.7+474929|2| 0.733|225.76143|+47.82503| 0.5671| 17.1| 16.3| 14.6| 0.95
225.8131100|+36.1477300|J150315.1+360851|2| 1.187|225.81311|+36.14773| 0.0734| 10.7| 18.8| 17.3| 1.03
225.8438900|+19.5499500|J150322.5+193259|2| 0.656|225.84389|+19.54995| 0.5842| 20.4| 17.6| 16.0| 1.62
225.8560000|+51.4843400|J150325.4+512903|2| 0.684|225.85600|+51.48434| 0.4920| 24.0| 21.5| 20.2| 1.31
225.9876700|+11.4871300|J150357.1+112912|2| 0.401|225.98767|+11.48713| 0.5184| 11.2|  6.9| -2.5| 1.10
226.0004000|+44.5750100|J150400.1+443430|2| 0.439|226.00040|+44.57501| 0.4415| 17.0| 11.0|  8.2| 1.03
226.0067100|+11.9469500|J150401.4+115647|2| 0.405|226.00671|+11.94695| 0.4528| 20.9| 12.9| 10.6| 0.65
226.0212800|+46.4809400|J150405.1+462851|2| 0.581|226.02128|+46.48094| 0.6316|  6.6|  5.1| -5.2| 2.50
226.0310400|+57.8215700|J150407.5+574918|2| 0.712|226.03104|+57.82157| 0.4173| 18.9| 17.6| 16.0| 1.08
226.0954000|+28.1568600|J150422.8+280924|2| 0.379|226.09540|+28.15686| 0.5427| 50.4| 30.0| 29.1| 0.07
226.1633800|+28.0996300|J150439.2+280559|2| 0.498|226.16338|+28.09963| 0.4129| 77.6| 54.2| 53.5| 2.09
226.1797800|+54.0106900|J150443.1+540038|2| 0.949|226.17978|+54.01069| 0.3084|  0.5|  0.6| -7.3| 1.09
226.1882000|+43.7698300|J150445.1+434610|2| 0.356|226.18820|+43.76983| 0.4382| 38.2| 22.1| 20.8| 1.99
226.2045400|+08.8617400|J150449.0+085142|2| 0.528|226.20454|+08.86174| 0.3771| 42.1| 30.6| 29.7| 0.77
226.2081100|+41.7468000|J150449.9+414448|2| 0.451|226.20811|+41.74680| 0.3807|  1.9|  1.2| -7.2| 0.82
226.2447400|+34.0743800|J150458.7+340427|2| 0.333|226.24474|+34.07438| 0.5472|  2.9|  1.6| -7.1| 1.19
226.2543900|+43.4602900|J150501.0+432736|2| 0.942|226.25439|+43.46029| 0.0334|  7.4|  9.3|  5.8| 1.86
226.2694200|+22.5150300|J150504.6+223054|2| 0.410|226.26942|+22.51503| 0.6653| 17.2| 10.6|  7.7| 0.80
226.3045800|+29.5207800|J150513.1+293115|3| 0.435|226.30458|+29.52078| 0.5195|  8.7|  5.6| -4.7| 0.46
226.3087100|+56.1844100|J150514.0+561104|2| 0.387|226.30871|+56.18441| 0.7145|  0.9|  0.5| -7.3| 0.96
226.3647000|+33.1403500|J150527.4+330825|3| 0.510|226.36470|+33.14035| 0.5813| 12.1|  8.6|  4.5| 1.00
226.5613800|+12.4981900|J150614.7+122953|2| 0.358|226.56138|+12.49819| 0.4008|  0.3|  0.2| -7.3| 0.80
226.5808800|+20.4618500|J150619.2+202741|3| 1.227|226.58088|+20.46185| 0.5087| 10.2| 18.8| 17.3| 0.91
226.6097800|+11.1640500|J150626.3+110950|2| 0.404|226.60978|+11.16405| 0.3296| 14.0|  8.6|  4.6| 0.93
226.7562900|+58.3881400|J150701.4+582317|2| 0.510|226.75629|+58.38814| 0.2939| 17.8| 12.6| 10.3| 0.70
226.7772000|+18.5188300|J150706.5+183107|3| 0.484|226.77720|+18.51883| 0.3838| 16.4| 11.2|  8.5| 0.98
226.7873500|+16.1209100|J150709.0+160716|2| 0.512|226.78735|+16.12091| 0.4935| 53.6| 38.1| 37.4| 0.48
226.8165800|+39.3279600|J150715.9+391940|2| 0.965|226.81658|+39.32796| 0.5058|  1.2|  1.5| -7.2| 0.89
226.8395900|+38.9975900|J150721.4+385950|2| 0.557|226.83959|+38.99759| 0.6355|  8.4|  6.4| -3.6| 0.70
226.8490200|+42.7980200|J150723.7+424752|2| 0.529|226.84902|+42.79802| 0.1236|  0.9|  0.7| -7.3| 0.99
226.8765200|+16.5562200|J150730.3+163323|2| 0.364|226.87652|+16.55622| 0.5415| 11.5|  6.7| -2.9| 0.93
226.8851400|+09.3061800|J150732.4+091822|2| 0.415|226.88514|+09.30618| 0.3243| 25.9| 16.2| 14.4| 1.60
226.8941400|+40.5056300|J150734.5+403020|2| 0.417|226.89414|+40.50563| 0.3159| 11.0|  6.9| -2.3| 0.96
226.9777200|+28.6205900|J150754.6+283714|2| 0.444|226.97772|+28.62059| 0.4243| 46.9| 30.4| 29.5| 1.85
226.9934900|+35.0111500|J150758.6+350038|2| 0.512|226.99349|+35.01115| 0.6804|  5.8|  4.2| -6.0| 1.27
227.1138100|+54.2520700|J150827.3+541508|3| 0.578|227.11381|+54.25207| 0.0961| 10.9|  8.5|  4.3| 1.21
227.1368000|+36.8401400|J150832.8+365025|2| 0.600|227.13680|+36.84014| 0.5806|  7.3|  5.8| -4.4| 0.99
227.2020600|+03.7869000|J150848.4+034713|2| 0.404|227.20206|+03.78690| 0.4261| 10.2|  6.3| -3.7| 1.47
227.2634000|+51.8799900|J150903.1+515247|2| 0.841|227.26340|+51.87999| 0.5789| 22.2| 24.5| 23.2| 1.51
227.2658200|+34.1219200|J150903.7+340718|2| 0.703|227.26582|+34.12192| 0.3915|  6.1|  5.6| -4.7| 0.79
227.2672000|+21.4042200|J150904.1+212415|2| 1.008|227.26720|+21.40422| 0.3113|  9.2| 12.8| 10.5| 1.20
227.2904800|+11.3604200|J150909.7+112137|2| 0.454|227.29048|+11.36042| 0.3690|  0.9|  0.6| -7.3| 0.89
227.3421000|+61.4243300|J150922.1+612527|2| 0.577|227.34210|+61.42433| 0.5166| 47.7| 37.0| 36.2| 0.97
