FCG|RAJ2000|DEJ2000|Size|RAc|DEc|Group|Com|Tno
 |"h:m:s"|"d:m:s"|arcmin|"h:m:s"|"d:m:s"| | |
----------------|------------|------------|-----|------------|------------|------|------------------------------------------------------------------------------------------------------------------------|--
J143407.6+013650|14 34 08.199|+01 36 22.38| 2.25|14 34 07.675|+01 36 50.67|490281|nat dd?                                                                                                                 | 1
J143449.0-021458|14 34 48.931|-02 15 09.43| 0.96|14 34 49.029|-02 14 58.89|491095|nat sz? ring-lobe?                                                                                                      | 1
J143505.9-040924|14 35 05.578|-04 09 20.92| 0.50|14 35 05.944|-04 09 24.19|491421|wat                                                                                                                     | 1
J143658.1+474850|14 36 58.109|+47 48 54.66| 0.59|14 36 58.186|+47 48 50.72|493469|nat arc?                                                                                                                | 1
J144020.8+112506|14 40 20.253|+11 24 51.77| 0.72|14 40 20.828|+11 25 06.17|497290|nat/wat mg? w? distorted very int                                                                                       | 1
J144109.8+184026|14 41 09.541|+18 40 26.03| 0.30|14 41 09.872|+18 40 26.82|498188|nat mg                                                                                                                  | 1
J144625.2+214139|14 46 25.844|+21 41 52.40| 2.23|14 46 25.298|+21 41 39.31|503970|wat beautiful arcing jets                                                                                               | 1
J144802.7+144653|14 48 04.868|+14 47 06.12| 0.98|14 48 02.755|+14 46 53.54|505880|nat                                                                                                                     | 1
J145001.6+144748|14 50 01.645|+14 47 49.12| 0.80|14 50 01.606|+14 47 48.58|508071|nat                                                                                                                     | 1
J145022.4+272820|14 50 22.541|+27 28 09.02| 0.65|14 50 22.461|+27 28 20.59|508486|nat                                                                                                                     | 1
J145058.9+312110|14 51 00.205|+31 21 10.65| 0.57|14 50 58.916|+31 21 10.65|509182|nat                                                                                                                     | 1
J150052.0-031710|15 00 52.433|-03 17 26.79| 1.56|15 00 52.075|-03 17 10.68|520153|nat int                                                                                                                 | 1
J150104.8+085701|15 01 05.270|+08 57 07.68| 0.36|15 01 04.862|+08 57 01.28|520447|wat                                                                                                                     | 1
J150114.6+095919|15 01 14.325|+09 59 33.34| 0.57|15 01 14.606|+09 59 19.33|520604|wat dd?                                                                                                                 | 1
J150114.7+514810|15 01 15.470|+51 48 22.18| 0.51|15 01 14.787|+51 48 10.42|520633|nat/wat                                                                                                                 | 1
J150228.9+524420|15 02 27.524|+52 44 05.10| 1.13|15 02 28.993|+52 44 20.84|521973|wat x dl int right angles                                                                                               | 1
J150415.9+283411|15 04 18.013|+28 35 09.20| 2.21|15 04 15.912|+28 34 11.30|524055|nat mg, one possible core for group                                                                                     | 1
J150417.4+283510|15 04 19.093|+28 35 39.03| 1.41|15 04 17.416|+28 35 10.01|524055|nat mg, another possible core for group                                                                                 | 1
J150538.0+470617|15 05 39.753|+47 06 04.46| 1.19|15 05 38.081|+47 06 17.52|525584|nat                                                                                                                     | 1
J150644.2+342759|15 06 44.078|+34 28 06.64| 0.72|15 06 44.284|+34 27 59.89|526792|nat x?                                                                                                                  | 1
J150957.2+332716|15 09 56.954|+33 27 01.48| 0.73|15 09 57.229|+33 27 16.28|530336|nat                                                                                                                     | 1
J151056.2+054441|15 10 55.851|+05 44 39.29| 0.59|15 10 56.220|+05 44 41.65|531415|wat/nat dd                                                                                                              | 1
J151130.7+322821|15 11 31.524|+32 28 16.69| 1.02|15 11 30.794|+32 28 21.28|532050|wat w? ring-lobe?                                                                                                       | 1
J151447.8+101646|15 14 48.709|+10 16 37.63| 1.44|15 14 47.803|+10 16 46.27|535588|nat int ring-lobe?                                                                                                      | 1
J151911.9+362315|15 19 11.655|+36 23 20.52| 2.13|15 19 11.979|+36 23 15.80|540488|wat dd?                                                                                                                 | 1
J152126.8+315731|15 21 25.578|+31 57 30.64| 0.98|15 21 26.886|+31 57 31.80|542925|nat                                                                                                                     | 1
J152350.4+361102|15 23 49.820|+36 10 55.90| 0.86|15 23 50.486|+36 11 02.04|545546|nat wiggle w                                                                                                            | 1
J152439.9+620225|15 24 42.006|+62 02 50.93| 1.09|15 24 39.984|+62 02 25.03|546560|nat arc?                                                                                                                | 1
J152642.4+384149|15 26 43.256|+38 41 49.21| 1.57|15 26 42.434|+38 41 49.26|548774|wat                                                                                                                     | 1
J153249.5+573425|15 32 50.327|+57 34 30.28| 1.12|15 32 49.501|+57 34 25.59|555482|nat/wat dd?                                                                                                             | 1
J153522.1+342247|15 35 22.994|+34 23 02.98| 0.65|15 35 22.171|+34 22 47.24|558329|nat                                                                                                                     | 1
J153616.2+142045|15 36 16.805|+14 20 41.16| 0.97|15 36 16.292|+14 20 45.16|559342|wat w                                                                                                                   | 1
J153629.7-020520|15 36 29.290|-02 05 02.23| 1.10|15 36 29.746|-02 05 20.44|559542|nat ring? int                                                                                                           | 1
J153909.6+183243|15 39 08.605|+18 33 03.91| 0.84|15 39 09.696|+18 32 43.77|562498|nat                                                                                                                     | 1
J153928.0+304425|15 39 28.659|+30 44 22.13| 0.48|15 39 28.060|+30 44 25.51|562868|nat                                                                                                                     | 1
J153953.3-022410|15 39 53.256|-02 24 11.51| 0.43|15 39 53.308|-02 24 10.72|563292|x tri? bifurcation int                                                                                                  | 1
J154105.4+432703|15 41 05.700|+43 26 58.56| 1.03|15 41 05.442|+43 27 03.29|564583|wat/nat                                                                                                                 | 1
J154409.8+175506|15 44 09.901|+17 55 12.61| 0.30|15 44 09.853|+17 55 06.73|567932|wat/nat                                                                                                                 | 1
J154413.2+283839|15 44 13.249|+28 38 41.57| 0.51|15 44 13.283|+28 38 39.66|567991|nat                                                                                                                     | 1
J154549.4-024954|15 45 48.671|-02 49 59.76| 0.99|15 45 49.490|-02 49 54.40|569754|nat                                                                                                                     | 1
J154553.8+030913|15 45 54.078|+03 09 19.23| 0.38|15 45 53.854|+03 09 13.47|569834|nat arc?                                                                                                                | 1
J154709.5-004638|15 47 09.164|-00 46 31.76| 0.54|15 47 09.531|-00 46 38.05|571217|wat dd                                                                                                                  | 1
J155020.3+151615|15 50 19.069|+15 16 12.84| 0.76|15 50 20.388|+15 16 15.27|574497|nat                                                                                                                     | 1
J155343.7+234844|15 53 44.736|+23 48 35.41| 1.60|15 53 43.748|+23 48 44.35|578035|wat                                                                                                                     | 1
J155345.5+153012|15 53 46.574|+15 30 14.57| 0.54|15 53 45.550|+15 30 12.95|578064|nat                                                                                                                     | 1
J155400.9-022045|15 54 00.373|-02 20 36.35| 1.43|15 54 00.950|-02 20 45.78|578287|nat                                                                                                                     | 1
J155806.8+451955|15 58 06.470|+45 19 50.92| 2.63|15 58 06.881|+45 19 55.49|582383|nat/wat? dd?                                                                                                            | 1
J160245.5+095549|16 02 45.088|+09 56 02.49| 0.76|16 02 45.514|+09 55 49.62|587257|nat ring?                                                                                                               | 1
J160318.6+192414|16 03 18.856|+19 24 18.13| 0.33|16 03 18.623|+19 24 14.22|587818|nat/wat dd?                                                                                                             | 1
J160338.3+285750|16 03 39.194|+28 57 51.79| 0.60|16 03 38.320|+28 57 50.71|588115|nat ring-lobe?                                                                                                          | 1
J160456.7+235554|16 04 57.045|+23 55 54.51| 1.94|16 04 56.758|+23 55 54.50|589446|wat w                                                                                                                   | 1
J160803.7+221104|16 08 03.712|+22 11 07.20| 0.49|16 08 03.711|+22 11 04.09|592553|wat starwars                                                                                                            | 1
J160810.8+325418|16 08 11.543|+32 54 21.97| 2.01|16 08 10.852|+32 54 18.93|592631|wat td int                                                                                                              | 1
J161026.7+253121|16 10 26.455|+25 31 18.89| 0.32|16 10 26.738|+25 31 21.47|594878|nat                                                                                                                     | 1
J161328.5+293737|16 13 28.941|+29 37 29.41| 0.48|16 13 28.534|+29 37 37.58|597790|nat                                                                                                                     | 1
J161403.8+590105|16 14 03.630|+59 00 57.25| 0.78|16 14 03.830|+59 01 05.51|598320|nat                                                                                                                     | 1
J161412.8+621528|16 14 14.077|+62 15 20.21| 0.40|16 14 12.892|+62 15 28.97|598507|nat rc? int bug                                                                                                         | 1
J161535.5+192713|16 15 36.030|+19 27 09.70| 0.23|16 15 35.585|+19 27 13.16|599741|nat arc?                                                                                                                | 1
J161637.7+422656|16 16 38.055|+42 27 03.61| 0.50|16 16 37.790|+42 26 56.75|600704|nat                                                                                                                     | 1
J161638.6+562031|16 16 39.037|+56 20 32.95| 0.63|16 16 38.608|+56 20 31.73|600717|nat                                                                                                                     | 1
J161652.9+092630|16 16 53.759|+09 26 24.19| 0.77|16 16 52.962|+09 26 30.46|600929|wat w int                                                                                                               | 1
J162007.3+422845|16 20 08.119|+42 28 30.43| 0.59|16 20 07.334|+42 28 45.35|603860|nat                                                                                                                     | 1
J162035.6+252056|16 20 36.082|+25 21 12.81| 1.51|16 20 35.628|+25 20 56.72|604255|wat                                                                                                                     | 1
J162228.9+264654|16 22 29.002|+26 47 15.82| 0.94|16 22 28.965|+26 46 54.44|606037|mg wat                                                                                                                  | 1
J162346.3+101002|16 23 46.203|+10 09 59.30| 1.86|16 23 46.334|+10 10 02.18|607159|wat mg x? hook opposing arcs int                                                                                        | 1
J162455.7+464121|16 24 56.323|+46 41 19.18| 1.05|16 24 55.793|+46 41 21.87|608257|nat                                                                                                                     | 1
J162523.2+093229|16 25 24.090|+09 32 26.64| 0.51|16 25 23.208|+09 32 29.69|608688|nat arc?                                                                                                                | 1
J162610.1+545205|16 26 10.938|+54 52 11.05| 0.42|16 26 10.195|+54 52 05.96|609469|nat mg, if small system                                                                                                 | 1
J162610.1+545220|16 26 12.210|+54 52 19.73| 0.70|16 26 10.106|+54 52 20.04|609469|nat mg, if large system                                                                                                 | 1
J163031.4+285405|16 30 32.366|+28 54 14.85| 1.93|16 30 31.453|+28 54 05.49|613225|mg wat                                                                                                                  | 1
J163401.9+062637|16 34 02.465|+06 26 30.78| 0.26|16 34 01.997|+06 26 37.18|616171|nat arc                                                                                                                 | 1
J163424.2+341543|16 34 23.899|+34 15 41.99| 0.92|16 34 24.219|+34 15 43.36|616477|wat hooks                                                                                                               | 1
J163801.0+375300|16 38 02.643|+37 52 56.84| 1.50|16 38 01.091|+37 53 00.77|619603|nat ring-lobe?                                                                                                          | 1
J163932.7+534642|16 39 27.919|+53 46 46.72| 1.91|16 39 32.709|+53 46 42.43|620836|nat                                                                                                                     | 1
J164053.7+324726|16 40 53.839|+32 47 09.52| 0.69|16 40 53.750|+32 47 26.93|622042|nat arc?                                                                                                                | 1
J164146.3+102147|16 41 46.505|+10 21 27.73| 0.84|16 41 46.327|+10 21 47.25|622750|wat/nat beads unu int                                                                                                   | 1
J165204.9+305513|16 52 04.820|+30 55 22.80| 0.47|16 52 04.939|+30 55 13.18|630419|nat arc?                                                                                                                | 1
J165422.4+480846|16 54 24.699|+48 08 36.10| 1.65|16 54 22.435|+48 08 46.76|632076|nat/wat w? int                                                                                                          | 1
J165618.5+435157|16 56 19.910|+43 51 42.54| 1.09|16 56 18.532|+43 51 57.37|633468|wat/nat dd?                                                                                                             | 1
J165730.9+431953|16 57 30.996|+43 19 56.30| 0.82|16 57 30.923|+43 19 53.15|634309|nat mg, first system if pair                                                                                            | 1
J165733.5+431934|16 57 31.712|+43 19 27.20| 1.24|16 57 33.514|+43 19 34.24|634309|nat mg, if single system                                                                                                | 1
J165734.2+431909|16 57 33.870|+43 19 09.87| 0.43|16 57 34.230|+43 19 09.08|634309|nat mg, second system if pair                                                                                           | 1
J165842.8+191218|16 58 42.726|+19 12 14.91| 0.85|16 58 42.836|+19 12 18.06|635127|wat/nat mg x? unu                                                                                                       | 1
J170333.5+414002|17 03 33.718|+41 39 57.82| 0.57|17 03 33.578|+41 40 02.54|638456|nat mg                                                                                                                  | 1
J170451.5+245230|17 04 51.858|+24 52 31.87| 0.54|17 04 51.553|+24 52 30.30|639370|nat                                                                                                                     | 1
J170616.4+200652|17 06 16.525|+20 06 36.70| 0.59|17 06 16.414|+20 06 52.42|640262|wat dd unu                                                                                                              | 1
J171041.4+423944|17 10 41.453|+42 39 51.08| 1.11|17 10 41.455|+42 39 44.79|642952|nat dd                                                                                                                  | 1
J171225.4+291020|17 12 25.977|+29 10 13.08| 1.11|17 12 25.470|+29 10 20.84|643948|nat ring? int                                                                                                           | 1
J171621.8+260751|17 16 22.210|+26 08 03.08| 1.20|17 16 21.814|+26 07 51.44|646246|wat                                                                                                                     | 1
J171726.1+373504|17 17 25.207|+37 35 13.33| 0.91|17 17 26.157|+37 35 04.03|646833|nat dd?                                                                                                                 | 1
J172151.6+472536|17 21 51.584|+47 25 47.92| 0.45|17 21 51.632|+47 25 36.10|649306|nat                                                                                                                     | 1
J172320.6+355809|17 23 19.337|+35 58 00.29| 1.55|17 23 20.699|+35 58 09.24|649941|wat w                                                                                                                   | 1
J172649.9+510332|17 26 49.794|+51 03 26.48| 0.96|17 26 49.960|+51 03 32.77|651502|wat tri? int                                                                                                            | 1
J172815.5+365103|17 28 16.115|+36 51 07.14| 0.34|17 28 15.581|+36 51 03.77|652110|nat ring                                                                                                                | 1
J172919.7+541528|17 29 20.217|+54 15 17.68| 0.55|17 29 19.765|+54 15 28.68|652478|nat/wat ring?                                                                                                           | 1
J212546.5+005550|21 25 43.558|+00 55 53.17| 1.71|21 25 46.545|+00 55 50.02|657626|nat                                                                                                                     | 1
J215701.5-075026|21 57 02.120|-07 50 31.40| 0.98|21 57 01.585|-07 50 26.74|661340|nat almost ring                                                                                                         | 1
J221842.8-092139|22 18 42.594|-09 21 29.34| 1.27|22 18 42.805|-09 21 39.35|663870|wat distorted                                                                                                           | 1
J223902.4-093235|22 39 02.665|-09 32 43.07| 0.51|22 39 02.448|-09 32 35.59|666450|nat                                                                                                                     | 1
J225404.4-001037|22 54 05.103|-00 10 36.38| 0.98|22 54 04.422|-00 10 37.16|668339|nat                                                                                                                     | 1
J231255.0-001503|23 12 54.213|-00 15 13.56| 0.69|23 12 55.022|-00 15 03.60|670656|nat dd mg                                                                                                               | 1
J233731.9+004340|23 37 31.414|+00 43 31.64| 1.07|23 37 31.977|+00 43 40.07|673660|wat hymor ring-lobe                                                                                                     | 1
J233744.3-004208|23 37 45.695|-00 41 53.75| 1.18|23 37 44.313|-00 42 08.09|673698|wat/nat td?                                                                                                             | 1
J235154.5+003310|23 51 54.329|+00 33 19.69| 0.93|23 51 54.507|+00 33 10.56|675436|nat                                                                                                                     | 1
J020819.4-070823|02 08 19.451|-07 08 20.44| 0.70|02 08 19.461|-07 08 23.32|016599|w sz?                                                                                                                   | 2
J071006.2+500309|07 10 05.001|+50 03 08.27| 1.12|07 10 06.281|+50 03 09.32|029313|w? sz? dd?                                                                                                              | 2
J071639.6+413405|07 16 39.632|+41 34 05.73| 0.73|07 16 39.632|+41 34 05.73|032073|w? sz??                                                                                                                 | 2
J071735.2+374508|07 17 34.873|+37 45 19.85| 1.53|07 17 35.290|+37 45 08.41|032482|w? irr distorted int                                                                                                    | 2
J073423.4+350648|07 34 23.462|+35 06 48.19| 1.59|            |            |042511|w? irr x? sz? fan distorted int                                                                                         | 2
J073431.7+500715|07 34 31.760|+50 07 15.31| 1.66|07 34 31.760|+50 07 15.31|042574|w? nat? dl int                                                                                                          | 2
J075641.5+603013|07 56 40.800|+60 30 23.12| 0.97|07 56 41.541|+60 30 13.52|058735|w nat int                                                                                                               | 2
J080059.7+134955|08 00 59.735|+13 49 55.77| 1.73|            |            |062177|w? mg irr int, core id ambiguous                                                                                        | 2
J080201.9+635306|08 02 01.911|+63 53 06.01| 1.28|            |            |063038|w distorted butterfly int, core id ambiguous                                                                            | 2
J080816.8+492824|08 08 17.003|+49 28 15.97| 1.58|08 08 16.836|+49 28 24.21|068448|w dl unu                                                                                                                | 2
J081139.9+102929|08 11 39.952|+10 29 29.75| 1.53|            |            |071465|w? ss?                                                                                                                  | 2
J081348.1+144053|08 13 48.151|+14 40 53.67| 0.84|08 13 48.108|+14 40 53.08|073510|w tb? sz?                                                                                                               | 2
J082247.5+520028|08 22 46.026|+52 00 30.07| 1.48|08 22 47.515|+52 00 28.18|082115|w nat? sz? x                                                                                                            | 2
J084052.4+142702|08 40 52.443|+14 27 02.08| 0.75|            |            |100241|w? sz? rc? sl?                                                                                                          | 2
J084306.7+170015|08 43 07.450|+17 00 20.30| 0.68|08 43 06.786|+17 00 15.39|102599|w? sz? wat?                                                                                                             | 2
J085459.7+302053|08 54 59.763|+30 20 53.74| 0.53|            |            |115275|w? mg irr rc+rc?                                                                                                        | 2
J085549.2+420419|08 55 49.037|+42 04 18.80| 2.17|08 55 49.287|+42 04 19.76|116159|w sz? wat? dd wiggle                                                                                                    | 2
J085603.0-034123|08 56 03.054|-03 41 23.20| 1.03|            |            |116436|w? wiggle? sl?                                                                                                          | 2
J085604.5+482907|08 56 04.516|+48 29 07.43| 2.55|            |            |116373|w wat? sz?                                                                                                              | 2
J090209.2-062403|09 02 09.221|-06 24 03.71| 1.42|            |            |123117|w wiggle                                                                                                                | 2
J090657.6+460745|09 06 57.680|+46 07 45.30| 0.73|            |            |128415|w sz?                                                                                                                   | 2
J090752.3+492222|09 07 51.750|+49 22 17.75| 1.50|09 07 52.306|+49 22 22.78|129312|w? sz                                                                                                                   | 2
J091610.5+105348|09 10 11.994|+14 31 20.08| 0.71|09 16 10.519|+10 53 48.21|131969|w? x sz?                                                                                                                | 2
J091610.5+105348|09 16 10.771|+10 53 46.96| 0.40|09 16 10.519|+10 53 48.21|138596|w wiggle                                                                                                                | 2
J091635.3+634811|09 16 36.406|+63 48 13.84| 0.84|09 16 35.379|+63 48 11.13|139089|w nat?? sz??                                                                                                            | 2
J091928.8+273214|09 17 34.911|+42 59 05.96| 0.58|09 19 28.877|+27 32 14.03|140244|w rc? sz? ring?                                                                                                         | 2
J091928.9+273211|09 19 28.959|+27 32 11.68| 0.60|            |            |142329|w sz                                                                                                                    | 2
J092112.0+574417|09 21 12.015|+57 44 17.39| 0.51|            |            |144279|w? d nat? butterfly                                                                                                     | 2
J092119.5+362130|09 21 19.726|+36 21 27.61| 0.55|09 21 19.531|+36 21 30.76|144439|w? sz?                                                                                                                  | 2
J092539.0+362705|09 25 38.928|+36 27 19.49| 2.80|09 25 39.058|+36 27 05.32|149151|w wat dl sz?? core id ambiguous                                                                                         | 2
J092820.7+550512|09 28 20.798|+55 05 12.91| 0.83|            |            |152104|w t distorted wiggle                                                                                                    | 2
J093324.6+222238|09 33 24.172|+22 22 38.35| 1.33|09 33 24.620|+22 22 38.11|157735|w sz                                                                                                                    | 2
J095520.8+271159|09 55 20.883|+27 11 59.34| 0.68|            |            |182106|w sz?                                                                                                                   | 2
J095840.4-061731|09 58 40.429|-06 17 31.66| 0.52|            |            |185809|w? sz?                                                                                                                  | 2
J102457.2+274357|10 24 57.239|+27 43 57.96| 0.49|            |            |215359|w sz+s?                                                                                                                 | 2
J102533.2+355744|10 25 33.243|+35 57 44.76| 0.57|            |            |216027|w wiggle                                                                                                                | 2
J102932.1+640146|10 29 32.196|+64 01 46.68| 1.24|            |            |220305|w? sz? distorted                                                                                                        | 2
J104826.4+072033|10 48 26.478|+07 20 33.94| 1.23|            |            |241028|w? sz? nat? dl                                                                                                          | 2
J104914.1+005945|10 49 14.146|+00 59 45.00| 1.50|            |            |241922|w nat/wat dd dl hook wiggle                                                                                             | 2
J105035.8+552956|10 50 35.845|+55 29 56.70| 1.03|            |            |243415|w?                                                                                                                      | 2
J105500.9+520201|10 55 00.986|+52 02 01.30| 0.65|            |            |248402|w nat/wat sz? wiggle                                                                                                    | 2
J110531.8+410546|11 05 31.783|+41 05 48.47| 1.44|11 05 31.870|+41 05 46.41|259731|w? wat? hook int                                                                                                        | 2
J111027.7+052534|11 10 27.757|+05 25 34.68| 0.90|            |            |265417|w? mg distorted? unu                                                                                                    | 2
J111504.6+110738|11 15 04.658|+11 07 38.91| 1.39|            |            |270593|w? sz? sl?                                                                                                              | 2
J112229.5+212448|11 22 29.533|+21 24 42.83| 1.02|11 22 29.599|+21 24 48.37|278643|w? sz dl distorted                                                                                                      | 2
J112539.5+582732|11 25 39.558|+58 27 32.20| 0.49|            |            |282161|w sz distorted dd? dl                                                                                                   | 2
J113147.1+354910|11 31 47.563|+35 49 21.03| 1.49|11 31 47.129|+35 49 10.64|289117|w? wat? dl                                                                                                              | 2
J114034.4+440547|11 40 34.497|+44 05 45.16| 1.24|11 40 34.455|+44 05 47.82|298636|w sz wiggle                                                                                                             | 2
J114315.2+422525|11 43 15.306|+42 25 24.10| 1.19|11 43 15.236|+42 25 25.61|301669|w sz? nat?                                                                                                              | 2
J114425.0+251406|11 44 25.014|+25 14 06.82| 0.92|            |            |302916|w? dl?                                                                                                                  | 2
J114427.8+035811|11 44 27.876|+03 58 11.02| 0.80|            |            |302915|w mg int                                                                                                                | 2
J114523.9+275105|11 45 23.980|+27 51 05.43| 1.46|            |            |304010|w? sz? tb?                                                                                                              | 2
J114531.6-022713|11 45 31.654|-02 27 13.07| 0.96|            |            |304186|w? nat/wat? sz?                                                                                                         | 2
J115039.6-075421|11 50 39.697|-07 54 21.54| 1.32|            |            |309964|w? dd? int                                                                                                              | 2
J115125.9+545004|11 51 25.943|+54 50 04.64| 0.96|            |            |310833|w? sz? nat?                                                                                                             | 2
J120118.3+124500|12 01 17.538|+12 44 57.42| 1.41|12 01 18.362|+12 45 00.75|321930|w nat/wat? sz? doubled hotspots? distorted int                                                                          | 2
J120248.5+325946|12 02 48.521|+32 59 46.43| 0.61|            |            |323609|w sz wiggle                                                                                                             | 2
J120617.1+381233|12 06 17.144|+38 12 33.41| 0.58|            |            |327520|w sz x dd?                                                                                                              | 2
J120623.7+385154|12 06 23.728|+38 51 54.69| 0.97|            |            |327603|w? sl? ext source                                                                                                       | 2
J120805.6+251412|12 08 05.669|+25 14 12.09| 2.31|            |            |329403|w? wat? sz? distorted int                                                                                               | 2
J120938.9+222053|12 09 38.979|+22 20 53.22| 0.91|            |            |331169|w x sz? distorted                                                                                                       | 2
J121439.4+052754|12 14 39.428|+05 27 54.54| 0.75|            |            |336835|w? dl                                                                                                                   | 2
J121819.0+354815|12 18 19.242|+35 48 15.81| 1.20|12 18 19.048|+35 48 15.81|340770|w? wat? sz? distorted? cat missed core                                                                                  | 2
J121942.8+043333|12 19 42.884|+04 33 33.06| 0.76|            |            |342392|w sz nat  int                                                                                                           | 2
J122413.3+160600|12 24 13.290|+16 06 00.63| 1.19|12 24 13.354|+16 06 00.83|347367|w sz? wat?  unu                                                                                                         | 2
J122553.4+073923|12 25 53.465|+07 39 23.50| 0.92|            |            |349229|w                                                                                                                       | 2
J122638.1+174930|12 26 38.250|+17 49 36.49| 2.84|12 26 38.138|+17 49 30.21|349906|w wat mg, core id ambiguous                                                                                             | 2
J123706.3+171628|12 37 06.391|+17 16 28.19| 1.02|            |            |361215|w sz+d distorted dl                                                                                                     | 2
J124212.3+375853|12 42 12.366|+37 58 53.57| 1.18|            |            |366875|w? sz? irr int                                                                                                          | 2
J124804.1+172551|12 48 04.106|+17 25 51.50| 0.56|            |            |373197|w? sz dd dl                                                                                                             | 2
J124956.8+245204|12 49 56.848|+24 52 04.22| 1.35|            |            |375170|w? d? with jets ss? FRII?                                                                                               | 2
J125125.1+110027|12 51 25.116|+11 00 27.64| 1.56|            |            |376693|w? mg                                                                                                                   | 2
J125413.0+175754|12 54 13.076|+17 57 54.99| 0.47|            |            |379856|w sz hook wiggle int                                                                                                    | 2
J132317.1-031805|13 23 16.927|-03 18 12.73| 1.28|13 23 17.168|-03 18 05.27|412042|w int                                                                                                                   | 2
J132644.8+031156|13 26 44.800|+03 11 56.87| 0.90|            |            |415847|w? wat?                                                                                                                 | 2
J132848.3+275215|13 28 49.221|+27 52 17.96| 2.35|13 28 48.332|+27 52 15.58|418007|w? sz? dd? mg dl, core id ambiguous                                                                                     | 2
J133359.7+441950|13 33 59.999|+44 19 47.26| 0.74|13 33 59.706|+44 19 50.42|423612|w? sz? nat/wat?                                                                                                         | 2
J133453.4-013239|13 34 53.455|-01 32 40.70| 0.77|13 34 53.455|-01 32 39.92|424680|w? sz                                                                                                                   | 2
J133632.4+211958|13 36 32.401|+21 19 58.07| 1.01|            |            |426443|w wiggle                                                                                                                | 2
J133934.7-001641|13 39 34.707|-00 16 41.35| 1.69|            |            |429796|w dd? dl int                                                                                                            | 2
J134908.8+141118|13 49 08.889|+14 11 18.39| 1.08|            |            |440526|w? int                                                                                                                  | 2
J140427.6+560604|14 04 27.678|+56 06 04.69| 0.58|            |            |457541|w? artifact?                                                                                                            | 2
J140625.7+250929|14 06 25.760|+25 09 29.26| 0.65|            |            |459708|w? mg rc? dl? sz? wat?                                                                                                  | 2
J141453.8+545537|14 14 54.070|+54 55 47.69| 1.68|14 14 53.839|+54 55 37.41|469028|w mg nat? sz?                                                                                                           | 2
J141813.5+095238|14 18 13.337|+09 52 39.58| 0.73|14 18 13.583|+09 52 38.25|472660|w? sz+? dl                                                                                                              | 2
J141859.3+110716|14 18 59.406|+11 07 18.74| 1.70|14 18 59.388|+11 07 16.89|473558|w? sz?                                                                                                                  | 2
J141924.9+341706|14 19 24.988|+34 17 06.78| 0.97|            |            |474045|w?? x?                                                                                                                  | 2
J142040.8+065059|14 20 41.353|+06 50 59.99| 1.10|14 20 40.893|+06 50 59.66|475458|w? sz dl hook beautiful                                                                                                 | 2
J142142.6+101624|14 21 42.685|+10 16 24.56| 2.42|            |            |476578|w? sz? x? dd? fan?                                                                                                      | 2
J142956.0+401058|14 29 55.532|+40 10 58.32| 1.62|14 29 56.020|+40 10 58.95|485626|w? mg wat? dd? distorted irr int                                                                                        | 2
J143526.4+275333|14 35 26.454|+27 53 33.75| 1.49|            |            |491778|w wiggle dd? int                                                                                                        | 2
J143915.2+325450|14 39 15.260|+32 54 50.81| 1.69|            |            |496036|w? mg dl? sz? arc?                                                                                                      | 2
J144020.8+112506|14 40 20.507|+11 24 56.34| 0.63|14 40 20.828|+11 25 06.17|497290|w? mg? nat/wat distorted very int                                                                                       | 2
J144302.5+520136|14 43 02.367|+52 01 35.30| 0.65|14 43 02.579|+52 01 36.99|500179|w sz? ring-lobe 3C 303                                                                                                  | 2
J145316.9+221105|14 53 17.038|+22 11 22.58| 0.98|14 53 16.912|+22 11 05.33|511728|w hook int                                                                                                              | 2
J145325.5+410709|14 53 25.570|+41 07 09.61| 0.41|            |            |511905|w sz?                                                                                                                   | 2
J145405.2+264312|14 54 05.297|+26 43 12.39| 0.56|            |            |512692|w? sz?                                                                                                                  | 2
J150007.5+362323|14 56 03.491|+33 33 34.91| 0.67|15 00 07.590|+36 23 23.65|514840|w dl                                                                                                                    | 2
J150007.7+362323|15 00 07.793|+36 23 23.51| 1.49|            |            |519281|w??, core id ambiguous                                                                                                  | 2
J150031.4+362849|15 00 31.493|+36 28 49.47| 0.84|            |            |519738|w? sz                                                                                                                   | 2
J150146.2+243918|15 01 46.452|+24 39 12.06| 0.55|15 01 46.249|+24 39 18.87|521211|w? sz? nat?                                                                                                             | 2
J150230.2+230801|15 02 30.031|+23 08 03.94| 0.71|15 02 30.253|+23 08 01.79|522041|w                                                                                                                       | 2
J150318.8+085641|15 03 19.507|+08 56 46.83| 0.94|15 03 18.865|+08 56 41.47|523018|w? sz?                                                                                                                  | 2
J150356.7+081937|15 03 56.758|+08 19 33.39| 0.99|15 03 56.736|+08 19 37.27|523696|w? sz? dl? hook                                                                                                         | 2
J150651.9-061005|15 06 51.925|-06 10 14.23| 1.18|15 06 51.996|-06 10 05.35|526947|w? sz fan low level distorted                                                                                           | 2
J151126.1+363335|15 11 26.128|+36 33 35.12| 1.05|            |            |531936|w? sz dd                                                                                                                | 2
J151130.7+322821|15 11 30.841|+32 28 18.25| 1.15|15 11 30.794|+32 28 21.28|532050|w? wat ring-lobe?                                                                                                       | 2
J151350.0+611831|15 13 50.051|+61 18 31.29| 0.34|            |            |534561|w? sz?                                                                                                                  | 2
